date,token_address,token_symbol,price_usd
2026-02-12,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,1.1865459008
2026-02-12,0x00fbac94fec8d4089d3fe979f39454f48c71a65d,kVCM,0.0901055178
2026-02-12,0xbaa5cc21fd487b8fcc2f632f3f4e8d37262a0842,MORPHO,1.0791007662
2026-02-12,0x7ba6f01772924a82d9626c126347a28299e98c98,msETH,1931.8387959686
2026-02-12,0x526728dbc96689597f85ae4cd716d4f7fccbae9d,msUSD,0.9950278999
2026-02-12,0x6b2504a03ca4d43d0d73776f6ad46dab2f2a4cfd,REI,0.0274461182
2026-02-12,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,0.9998318791
2026-02-12,0x0b3e328455c4059eeb9e3f84b5543f74e24e7e1b,VIRTUAL,0.5375888764
2026-02-12,0xacfe6019ed1a7dc6f7b508c02d1b04ec88cc21bf,VVV,1.7888255751
2026-02-12,0x4200000000000000000000000000000000000006,WETH,1939.8496853246
2026-02-12,0xf43eb8de897fbc7f2502483b2bef7bb9ea179229,ZEN,5.7709149301
2026-02-12,0x1111111111166b7fe7bd91427724b487980afc69,ZORA,0.021276501
2026-02-05,0x940181a94a35a4569e4529a3cdfb74e38fd98631,AERO,0.3597950873
2026-02-05,0x696f9436b67233384889472cd7cd58a6fb5df4f1,AVNT,0.2248549579
2026-02-05,0x22af33fe49fd1fa80c7149773dde5890d3c76f3b,BNKR,0.0005945051
2026-02-05,0xcbada732173e39521cdbe8bf59a6dc85a9fc7b8c,cbADA,0.2865940108
2026-02-05,0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,cbBTC,73229.6632043503
2026-02-05,0xcbd06e5a2b0c65597161de254aa074e489deb510,cbDOGE,0.1030895032
2026-02-05,0x2ae3f1ec7f1f5012cfeab0185bfc7aa3cf0dec22,cbETH,2415.1286822516
2026-02-05,0x1bc0c42215582d5a085795f4badbac3ff36d1bcb,CLANKER,30.9820810652
2026-02-05,0x9f86db9fc6f7c9408e8fda3ff8ce4e78ac7a6b07,CLAWD,0.0000872078
2026-02-05,0xd262a4c7108c8139b2b189758e8d17c3dfc91a38,CYPR,0.0159223729
2026-02-05,0x16ee7ecac70d1028e7712751e2ee6ba808a7dd92,FUN,0.0370575767
2026-02-05,0x00fbac94fec8d4089d3fe979f39454f48c71a65d,kVCM,0.0930774548
2026-02-05,0xb676f87a6e701f0de8de5ab91b56b66109766db1,LRDS,0.0211352238
2026-02-05,0x7ba6f01772924a82d9626c126347a28299e98c98,msETH,2138.1627978136
2026-02-05,0x526728dbc96689597f85ae4cd716d4f7fccbae9d,msUSD,0.9951039615
2026-02-05,0x194f360d130f2393a5e9f3117a6a1b78abea1624,SUMR,0.0054309764
2026-02-05,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,0.9997762774
2026-02-05,0x0b3e328455c4059eeb9e3f84b5543f74e24e7e1b,VIRTUAL,0.6355804052
2026-02-05,0xacfe6019ed1a7dc6f7b508c02d1b04ec88cc21bf,VVV,2.0859376122
2026-02-05,0x4200000000000000000000000000000000000006,WETH,2147.4196427175
2026-02-05,0xf43eb8de897fbc7f2502483b2bef7bb9ea179229,ZEN,6.6961287492
2026-02-05,0x1111111111166b7fe7bd91427724b487980afc69,ZORA,0.0261503246
2026-01-29,0x940181a94a35a4569e4529a3cdfb74e38fd98631,AERO,0.4659958158
2026-01-29,0x696f9436b67233384889472cd7cd58a6fb5df4f1,AVNT,0.3106229913
2026-01-29,0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,cbBTC,89141.842880705
2026-01-29,0x2ae3f1ec7f1f5012cfeab0185bfc7aa3cf0dec22,cbETH,3371.4073481248
2026-01-29,0x1bc0c42215582d5a085795f4badbac3ff36d1bcb,CLANKER,32.1822598246
2026-01-29,0x9f86db9fc6f7c9408e8fda3ff8ce4e78ac7a6b07,CLAWD,0.0002208325
2026-01-29,0xfb31f85a8367210b2e4ed2360d2da9dc2d2ccc95,EDEL,0.0153788082
2026-01-29,0x74ccbe53f77b08632ce0cb91d3a545bf6b8e0979,fBOMB,0.0159337338
2026-01-29,0x16ee7ecac70d1028e7712751e2ee6ba808a7dd92,FUN,0.0531824416
2026-01-29,0x00fbac94fec8d4089d3fe979f39454f48c71a65d,kVCM,0.0936507706
2026-01-29,0xb676f87a6e701f0de8de5ab91b56b66109766db1,LRDS,0.0338919316
2026-01-29,0x7ba6f01772924a82d9626c126347a28299e98c98,msETH,2987.5738301598
2026-01-29,0x526728dbc96689597f85ae4cd716d4f7fccbae9d,msUSD,0.9964328883
2026-01-29,0x6b2504a03ca4d43d0d73776f6ad46dab2f2a4cfd,REI,0.0185185888
2026-01-29,0x194f360d130f2393a5e9f3117a6a1b78abea1624,SUMR,0.0075448972
2026-01-29,0x11dc28d01984079b7efe7763b533e6ed9e3722b9,SYND,0.0485013221
2026-01-29,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,0.9997009683
